text,label
"Reimbursement: taxi ₹49944.00, lunch ₹171162.00. Employee: Isabella Lee.",expense
Invoice from Li Inc for invoice #66072 total ₹177684.00 due on 2025-02-09. Please remit payment.,accounts_payable
"Purchase Order 57980 received for vendor Butler, Blevins and Cantu. Qty: 89. Total: ₹24743.00.",purchase_order
Invoice from Baker Ltd for invoice #88859 total ₹106032.00 due on 2025-04-06. Please remit payment.,accounts_payable
Expense reimbursement claim by Blake Greene for ₹30498.00 on 2025-08-05. Category: travel. Though ground century democratic.,expense
Misc document: reference 370793. Notes: Sit old tonight foreign smile. Brother traditional tax discover choice.,other
Tax invoice 39199: GST 12% on amount ₹179205.00. Taxable value ₹23836.,tax
Misc document: reference 640121. Notes: Mention play west research pull opportunity.,other
Expense reimbursement claim by Sydney Freeman for ₹192662.00 on 2025-03-13. Category: travel.,expense
Misc document: reference 770646. Notes: Coach environmental because likely body. Subject sign high indeed trade.,other
"Reimbursement: taxi ₹122993.00, lunch ₹99526.00. Employee: Garrett Perry. Sure protect away could.",expense
Expense reimbursement claim by Timothy Shaffer for ₹99794.00 on 2025-08-02. Category: travel.,expense
Purchase Order 44174 received for vendor Hernandez-Gibson. Qty: 13. Total: ₹128807.00.,purchase_order
Tax invoice 79629: GST 12% on amount ₹19087.00. Taxable value ₹31004.,tax
Tax invoice 99720: GST 18% on amount ₹174181.00. Taxable value ₹66895. Two myself.,tax
Invoice from Macdonald-Patterson for invoice #16628 total ₹81457.00 due on 2025-05-15. Please remit payment.,accounts_payable
Credit note 1636 issued to Green LLC for amount ₹42832.00.,other
Misc document: reference 178539. Notes: Rise direction beyond society order.,other
Tax invoice 68907: GST 5% on amount ₹184822.00. Taxable value ₹98509.,tax
"Purchase Order 43240 received for vendor Cole, Fleming and Carey. Qty: 35. Total: ₹44903.00. Against she.",purchase_order
"Invoice from Turner, Bentley and Edwards for invoice #3511 total ₹149222.00 due on 2025-03-09. Please remit payment.",accounts_payable
Tax invoice 26748: GST 5% on amount ₹1506.00. Taxable value ₹20985.,tax
"Credit note 8078 issued to Smith, Adams and Kelly for amount ₹125904.00. Herself realize race alone street.",other
TAX INVOICE - Invoice No: 75694. IGST 12 applied. Total ₹56897.00.,tax
Misc document: reference 327990. Notes: Usually only together wear piece to. Idea left manage ability.,other
"Credit note 5054 issued to King, Wright and Phillips for amount ₹155394.00.",other
Payment request - Invoice 20337; Amount: ₹59183.00. For Accounts Payable processing.,accounts_payable
"Purchase Order 84652 received for vendor Powell, Murphy and Mejia. Qty: 94. Total: ₹78566.00.",purchase_order
Invoice from Oliver and Sons for invoice #55220 total ₹126735.00 due on 2025-07-28. Please remit payment. President shake contain or.,accounts_payable
TAX INVOICE - Invoice No: 35072. IGST 12 applied. Total ₹197932.00. Something include speech party opportunity.,tax
Expense reimbursement claim by Stephanie Stone for ₹167100.00 on 2025-05-19. Category: travel.,expense
Tax invoice 2812: GST 5% on amount ₹6492.00. Taxable value ₹64252. Color especially.,tax
"Reimbursement: taxi ₹185224.00, lunch ₹182478.00. Employee: Darrell Lozano.",expense
Purchase Order 56934 received for vendor Rogers PLC. Qty: 98. Total: ₹110305.00.,purchase_order
Tax invoice 46752: GST 5% on amount ₹44033.00. Taxable value ₹79473. Turn cup size lot fire soldier feel.,tax
"PO #88613 confirmation: items address; health; sign. Total ₹129726.00. Ship to 336 Noah Forest, East Alexanderville, NH 50525.",purchase_order
Payment request - Invoice 99687; Amount: ₹16729.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 89732. IGST 0 applied. Total ₹122058.00.,tax
"Invoice from Good, Wall and Ramirez for invoice #97793 total ₹164960.00 due on 2025-01-08. Please remit payment. Bad try help make.",accounts_payable
Purchase Order 22136 received for vendor Gentry-Petty. Qty: 1. Total: ₹124138.00.,purchase_order
"PO #80793 confirmation: items view; role; reveal; tough. Total ₹106021.00. Ship to 82080 Smith Square, Maureentown, DC 46934.",purchase_order
"PO #31915 confirmation: items evening; rest. Total ₹156757.00. Ship to 0946 Amanda Trace Apt. 213, Bennettside, MT 38661. Special color drive power again.",purchase_order
Payment request - Invoice 30091; Amount: ₹75922.00. For Accounts Payable processing. Guess plan difference oil front kid rich.,accounts_payable
Invoice from Cook and Sons for invoice #12814 total ₹16004.00 due on 2025-04-21. Please remit payment. Them clearly news husband beautiful.,accounts_payable
Tax invoice 15551: GST 5% on amount ₹79428.00. Taxable value ₹3428. Travel minute enough.,tax
Payment request - Invoice 16804; Amount: ₹95109.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 10840; Amount: ₹1574.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Vanessa Martinez for ₹176860.00 on 2025-01-11. Category: travel. Because boy none rise mean control condition.,expense
Payment request - Invoice 21390; Amount: ₹99856.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 499897. Notes: Than growth what worker professor policy break.,other
"Reimbursement: taxi ₹23006.00, lunch ₹180359.00. Employee: Michael Thompson.",expense
"PO #15503 confirmation: items leave. Total ₹104595.00. Ship to 8551 Kelly Ford Suite 578, Jillton, NJ 34183.",purchase_order
Misc document: reference 298043. Notes: Also upon ball million feeling save anything remain.,other
"Reimbursement: taxi ₹97442.00, lunch ₹84704.00. Employee: Samantha Summers.",expense
"Reimbursement: taxi ₹85235.00, lunch ₹178950.00. Employee: Robert Camacho.",expense
Tax invoice 91902: GST 5% on amount ₹48203.00. Taxable value ₹32869.,tax
Purchase Order 31765 received for vendor Gonzales Ltd. Qty: 60. Total: ₹4060.00.,purchase_order
Payment request - Invoice 44951; Amount: ₹71144.00. For Accounts Payable processing. Idea because similar range build ever.,accounts_payable
Credit note 1890 issued to Maldonado-Perry for amount ₹64013.00. Increase my of ahead conference specific.,other
"Reimbursement: taxi ₹122195.00, lunch ₹113365.00. Employee: Mindy Norris.",expense
Misc document: reference 175835. Notes: Relationship could radio control watch fill only condition.,other
"Reimbursement: taxi ₹175489.00, lunch ₹166317.00. Employee: Brian Jones.",expense
Credit note 8950 issued to Ellis Inc for amount ₹23081.00.,other
"PO #67258 confirmation: items what; explain; no. Total ₹122146.00. Ship to 0380 Wood Meadow Apt. 663, North Brookefort, OR 36626.",purchase_order
Expense reimbursement claim by Anthony Rasmussen for ₹42560.00 on 2025-05-28. Category: travel. Claim wall quickly board.,expense
Invoice from Cooper Group for invoice #51808 total ₹118520.00 due on 2025-09-12. Please remit payment.,accounts_payable
TAX INVOICE - Invoice No: 90502. IGST 5 applied. Total ₹160568.00.,tax
Expense reimbursement claim by Daniel Wood for ₹100350.00 on 2025-07-01. Category: travel.,expense
TAX INVOICE - Invoice No: 90729. IGST 18 applied. Total ₹153131.00.,tax
Payment request - Invoice 7810; Amount: ₹73843.00. For Accounts Payable processing. New authority support case candidate whose natural upon industry even.,accounts_payable
Payment request - Invoice 2953; Amount: ₹29785.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹4421.00, lunch ₹123363.00. Employee: Dakota Meyer.",expense
Payment request - Invoice 99081; Amount: ₹199919.00. For Accounts Payable processing.,accounts_payable
"PO #79564 confirmation: items land; sport. Total ₹15797.00. Ship to 23321 Ferrell Summit, Gonzalesborough, CT 84452.",purchase_order
Misc document: reference 934339. Notes: Traditional lay become piece huge service hour.,other
TAX INVOICE - Invoice No: 80311. IGST 12 applied. Total ₹100319.00.,tax
"Reimbursement: taxi ₹178478.00, lunch ₹27801.00. Employee: Jacob Garcia.",expense
TAX INVOICE - Invoice No: 76539. IGST 0 applied. Total ₹103593.00.,tax
Purchase Order 88924 received for vendor Hartman-Smith. Qty: 1. Total: ₹133964.00.,purchase_order
Tax invoice 94173: GST 18% on amount ₹160547.00. Taxable value ₹8181.,tax
Invoice from Grimes-David for invoice #31630 total ₹36113.00 due on 2025-05-22. Please remit payment. Main computer Mr notice play Republican admit.,accounts_payable
"Reimbursement: taxi ₹106574.00, lunch ₹176823.00. Employee: Stephanie Roman.",expense
Expense reimbursement claim by Shawn Ruiz for ₹165719.00 on 2025-06-20. Category: travel.,expense
"Reimbursement: taxi ₹185565.00, lunch ₹150705.00. Employee: Holly Patterson.",expense
Credit note 4981 issued to Powell-Mckinney for amount ₹181797.00.,other
Payment request - Invoice 56268; Amount: ₹177809.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹50978.00, lunch ₹21306.00. Employee: Dr. Tamara Smith DVM.",expense
Tax invoice 37049: GST 5% on amount ₹91740.00. Taxable value ₹15967. Can mention middle.,tax
Tax invoice 42877: GST 12% on amount ₹113996.00. Taxable value ₹37716.,tax
Misc document: reference 681005. Notes: Help concern by apply.,other
Credit note 496 issued to Alvarado PLC for amount ₹151409.00.,other
TAX INVOICE - Invoice No: 54612. IGST 0 applied. Total ₹166913.00.,tax
"PO #13652 confirmation: items coach; position; wife. Total ₹22844.00. Ship to 419 Abigail Street, Robertsborough, HI 81844. Stand become be professional then agreement most collection program approach.",purchase_order
"PO #92983 confirmation: items play. Total ₹46295.00. Ship to 238 Brown Grove Suite 100, South Michael, TX 85947.",purchase_order
Expense reimbursement claim by Christopher Bender for ₹180533.00 on 2025-04-06. Category: travel. Common mission Congress foreign.,expense
Invoice from Compton-Fox for invoice #89613 total ₹93762.00 due on 2025-11-17. Please remit payment.,accounts_payable
Credit note 7739 issued to Mcfarland-Davenport for amount ₹116372.00.,other
"Credit note 3404 issued to Oliver, Boyd and Johnson for amount ₹72001.00.",other
Tax invoice 40189: GST 12% on amount ₹126651.00. Taxable value ₹12209.,tax
Invoice from Ibarra-Cook for invoice #2692 total ₹71280.00 due on 2025-08-06. Please remit payment. Mrs relate say expect dark today.,accounts_payable
Credit note 2873 issued to Greene Ltd for amount ₹31876.00.,other
TAX INVOICE - Invoice No: 29517. IGST 0 applied. Total ₹69804.00. Success dream listen.,tax
Tax invoice 99141: GST 12% on amount ₹199621.00. Taxable value ₹41904.,tax
TAX INVOICE - Invoice No: 46199. IGST 0 applied. Total ₹74009.00. Through statement treat edge yourself.,tax
"Reimbursement: taxi ₹174264.00, lunch ₹112173.00. Employee: Phillip Jackson. Say certainly he.",expense
"PO #93389 confirmation: items race; I; course. Total ₹159524.00. Ship to 9072 Johnson Street, Lesliechester, FM 21484.",purchase_order
Invoice from Adams Inc for invoice #13778 total ₹45930.00 due on 2025-04-17. Please remit payment.,accounts_payable
Tax invoice 75872: GST 18% on amount ₹25286.00. Taxable value ₹17404.,tax
Credit note 8848 issued to Williams-Mitchell for amount ₹126015.00.,other
TAX INVOICE - Invoice No: 7979. IGST 18 applied. Total ₹39792.00.,tax
Tax invoice 81972: GST 5% on amount ₹105486.00. Taxable value ₹10576. Mind choice matter pull onto result find.,tax
"Credit note 9981 issued to Wagner, Freeman and Brennan for amount ₹154328.00.",other
"PO #44968 confirmation: items positive; newspaper. Total ₹178111.00. Ship to 89195 Horne Summit Apt. 005, Lisashire, WY 44812. Idea early also spend interest.",purchase_order
Payment request - Invoice 80212; Amount: ₹182127.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Jennifer Lee for ₹128953.00 on 2024-12-22. Category: travel.,expense
Misc document: reference 443655. Notes: Receive natural find kitchen card billion sign civil.,other
Payment request - Invoice 99616; Amount: ₹132638.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 57373; Amount: ₹187967.00. For Accounts Payable processing. North prepare force crime beat.,accounts_payable
"Invoice from Massey, May and Young for invoice #52501 total ₹86422.00 due on 2025-11-13. Please remit payment. Customer city however.",accounts_payable
TAX INVOICE - Invoice No: 33484. IGST 0 applied. Total ₹114352.00.,tax
Purchase Order 62803 received for vendor Mccoy-Carroll. Qty: 80. Total: ₹192731.00.,purchase_order
Misc document: reference 116143. Notes: While fact Democrat improve some senior relate.,other
Misc document: reference 356595. Notes: Step dog agent price walk question.,other
Expense reimbursement claim by Nicholas Gonzalez for ₹1751.00 on 2025-08-23. Category: travel.,expense
Payment request - Invoice 25980; Amount: ₹131081.00. For Accounts Payable processing.,accounts_payable
"PO #23577 confirmation: items reveal; live. Total ₹21779.00. Ship to 0358 Nguyen Point Suite 245, Teresaside, AS 45339.",purchase_order
Misc document: reference 365355. Notes: Father section of full west property office.,other
Credit note 4091 issued to Black LLC for amount ₹167847.00.,other
Payment request - Invoice 30218; Amount: ₹154565.00. For Accounts Payable processing.,accounts_payable
Tax invoice 99739: GST 18% on amount ₹192063.00. Taxable value ₹56267. Reason article its someone operation arm.,tax
"Credit note 8721 issued to Atkinson, Mcdowell and Davis for amount ₹61077.00.",other
Misc document: reference 441766. Notes: With leave personal.,other
"Reimbursement: taxi ₹151420.00, lunch ₹109682.00. Employee: Dorothy Bailey.",expense
"Credit note 5247 issued to Luna, Moore and Nelson for amount ₹153794.00.",other
Payment request - Invoice 86526; Amount: ₹137507.00. For Accounts Payable processing.,accounts_payable
"Purchase Order 41679 received for vendor Simmons, Meyer and Byrd. Qty: 86. Total: ₹192319.00.",purchase_order
Payment request - Invoice 46636; Amount: ₹178648.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 98384; Amount: ₹192780.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 701028. Notes: Outside property actually game standard official light physical.,other
Misc document: reference 123776. Notes: It represent might government.,other
Payment request - Invoice 47128; Amount: ₹115717.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 42046. IGST 0 applied. Total ₹100307.00.,tax
Payment request - Invoice 80410; Amount: ₹137372.00. For Accounts Payable processing.,accounts_payable
"PO #29120 confirmation: items operation; large. Total ₹29892.00. Ship to 26673 Harris Crossroad, Lake Jeanette, GU 44427.",purchase_order
TAX INVOICE - Invoice No: 29121. IGST 0 applied. Total ₹113258.00.,tax
"Reimbursement: taxi ₹4022.00, lunch ₹60689.00. Employee: Mr. Gregory Nguyen MD.",expense
Credit note 5204 issued to Wilcox Inc for amount ₹103335.00.,other
"Reimbursement: taxi ₹168964.00, lunch ₹31632.00. Employee: Roger Miller.",expense
"Credit note 6829 issued to Castillo, Price and Campbell for amount ₹147141.00.",other
Misc document: reference 648432. Notes: Magazine reality first professional soldier. Determine minute campaign.,other
Misc document: reference 714324. Notes: Arrive remain body modern water away.,other
TAX INVOICE - Invoice No: 61097. IGST 18 applied. Total ₹18851.00. Personal service official nor.,tax
Expense reimbursement claim by Sean Campbell for ₹121749.00 on 2025-04-04. Category: travel.,expense
"PO #60787 confirmation: items red. Total ₹17904.00. Ship to 8879 Reyes Rue Suite 660, Johnsonhaven, UT 89288.",purchase_order
Tax invoice 72755: GST 5% on amount ₹60717.00. Taxable value ₹60970.,tax
Invoice from Rowe LLC for invoice #18368 total ₹104566.00 due on 2025-09-26. Please remit payment. Reality still suggest strong exist boy before.,accounts_payable
Misc document: reference 649579. Notes: Film mother tell goal once laugh.,other
Misc document: reference 851286. Notes: Break tough would expert. Likely save federal across.,other
Purchase Order 49949 received for vendor Garcia and Sons. Qty: 63. Total: ₹101928.00.,purchase_order
Purchase Order 42098 received for vendor Brown Inc. Qty: 87. Total: ₹52874.00.,purchase_order
Payment request - Invoice 19571; Amount: ₹42489.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Christopher Brown for ₹198301.00 on 2025-06-22. Category: travel.,expense
Expense reimbursement claim by Ronald Hunt for ₹52088.00 on 2025-04-04. Category: travel. Street then.,expense
Credit note 9855 issued to Andrade-Holmes for amount ₹185683.00.,other
"Reimbursement: taxi ₹145039.00, lunch ₹137557.00. Employee: Jessica Hodges.",expense
"PO #37839 confirmation: items by; glass; east. Total ₹109812.00. Ship to 312 Wright Keys Apt. 065, Jimmymouth, AK 54524.",purchase_order
Misc document: reference 202444. Notes: Age seven voice adult wrong.,other
"Reimbursement: taxi ₹24174.00, lunch ₹153332.00. Employee: Sarah Cole.",expense
"Purchase Order 98483 received for vendor Burns, Jones and Jones. Qty: 82. Total: ₹168932.00.",purchase_order
"Reimbursement: taxi ₹5225.00, lunch ₹66427.00. Employee: Colton Hernandez. City avoid page network thought.",expense
"PO #17975 confirmation: items woman. Total ₹83861.00. Ship to 88965 Ray Coves, Richardshire, CA 28073.",purchase_order
Tax invoice 43601: GST 12% on amount ₹36568.00. Taxable value ₹19576.,tax
Expense reimbursement claim by Misty Valenzuela for ₹110787.00 on 2025-07-06. Category: travel.,expense
"Reimbursement: taxi ₹140118.00, lunch ₹116624.00. Employee: Angelica Ruiz.",expense
Misc document: reference 808241. Notes: Stand share cell peace western carry.,other
"Credit note 4303 issued to Gregory, Garcia and Crosby for amount ₹21459.00.",other
Tax invoice 48076: GST 12% on amount ₹197653.00. Taxable value ₹34131. New nor lot.,tax
Payment request - Invoice 97028; Amount: ₹52279.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 43714; Amount: ₹10690.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹134441.00, lunch ₹171494.00. Employee: Micheal Johnson.",expense
TAX INVOICE - Invoice No: 37627. IGST 18 applied. Total ₹63067.00.,tax
Invoice from Burns LLC for invoice #3301 total ₹157337.00 due on 2024-12-10. Please remit payment.,accounts_payable
TAX INVOICE - Invoice No: 90358. IGST 18 applied. Total ₹121119.00. Hard sort.,tax
"PO #13408 confirmation: items special; talk; establish; reach. Total ₹13603.00. Ship to 00637 Stone Parkways Apt. 670, South Jamesside, FL 44283.",purchase_order
"Purchase Order 52719 received for vendor Robertson, Morgan and Ellis. Qty: 92. Total: ₹28026.00.",purchase_order
Invoice from Clark PLC for invoice #63224 total ₹112967.00 due on 2025-05-11. Please remit payment.,accounts_payable
"PO #77968 confirmation: items improve; boy; effort; lawyer. Total ₹116417.00. Ship to 0452 Mark Park Suite 590, Lake Brian, MH 32291.",purchase_order
"PO #10411 confirmation: items happy; factor; wish. Total ₹190489.00. Ship to 6274 Collins Center, Clarkfurt, CO 02789.",purchase_order
Credit note 9256 issued to Marshall and Sons for amount ₹185639.00.,other
Expense reimbursement claim by Michael Lopez for ₹47206.00 on 2025-06-11. Category: travel.,expense
Invoice from Mata-Nelson for invoice #92153 total ₹59403.00 due on 2025-10-09. Please remit payment.,accounts_payable
Expense reimbursement claim by Matthew Snyder for ₹143789.00 on 2025-06-15. Category: travel.,expense
TAX INVOICE - Invoice No: 80820. IGST 12 applied. Total ₹122002.00.,tax
Payment request - Invoice 60983; Amount: ₹115336.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 2908; Amount: ₹171910.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹88150.00, lunch ₹119481.00. Employee: Daniel Davis.",expense
Expense reimbursement claim by David Bennett for ₹37644.00 on 2024-12-25. Category: travel.,expense
"PO #99111 confirmation: items follow; pass. Total ₹25466.00. Ship to USS Watson, FPO AA 02961. Arrive whether who loss lead public type south.",purchase_order
Misc document: reference 590839. Notes: As financial carry culture mention age after. Trial early yeah travel difference law top adult adult.,other
TAX INVOICE - Invoice No: 29311. IGST 0 applied. Total ₹10518.00.,tax
Credit note 7026 issued to Holloway Ltd for amount ₹52231.00. Dark former house memory.,other
Expense reimbursement claim by Melissa Brown for ₹47004.00 on 2025-10-26. Category: travel.,expense
"Purchase Order 82525 received for vendor Thompson, Wright and Salazar. Qty: 35. Total: ₹74685.00.",purchase_order
Invoice from Griffith LLC for invoice #64668 total ₹124051.00 due on 2025-10-11. Please remit payment.,accounts_payable
Expense reimbursement claim by Joel Keith DDS for ₹10281.00 on 2025-05-15. Category: travel. Tend under claim.,expense
Credit note 5911 issued to Garcia Inc for amount ₹93493.00. Whatever politics person need table his evidence happen brother.,other
TAX INVOICE - Invoice No: 98379. IGST 12 applied. Total ₹135585.00.,tax
Expense reimbursement claim by Daniel Perry for ₹137047.00 on 2025-03-21. Category: travel.,expense
"Invoice from Cooper, Moreno and Brown for invoice #99897 total ₹15402.00 due on 2025-02-13. Please remit payment.",accounts_payable
Invoice from Booth-Gonzalez for invoice #48552 total ₹195280.00 due on 2025-07-29. Please remit payment.,accounts_payable
Misc document: reference 792385. Notes: International drug behind stage option song.,other
Purchase Order 83975 received for vendor Walton and Sons. Qty: 87. Total: ₹31522.00. What after support without.,purchase_order
"Invoice from Johnson, Gray and Torres for invoice #90533 total ₹17958.00 due on 2024-12-17. Please remit payment. Sometimes difficult western.",accounts_payable
"PO #64785 confirmation: items trial; nothing; candidate. Total ₹36168.00. Ship to 2242 Wilson Bridge Suite 639, Kylemouth, VT 65922.",purchase_order
Invoice from Munoz-Doyle for invoice #73825 total ₹15968.00 due on 2025-03-28. Please remit payment.,accounts_payable
"Credit note 9804 issued to White, Jones and Gillespie for amount ₹76585.00. Pay research begin his.",other
Payment request - Invoice 81343; Amount: ₹194723.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 792899. Notes: Month agree case. Special TV herself grow everyone economic million.,other
Misc document: reference 201809. Notes: Then everybody together leader view mission.,other
Expense reimbursement claim by Kelsey Johnson for ₹105987.00 on 2025-08-04. Category: travel. Year fine life this worker those.,expense
Purchase Order 93132 received for vendor Cuevas-Peck. Qty: 71. Total: ₹92504.00. Person state.,purchase_order
"PO #66065 confirmation: items career; half; most; them. Total ₹80694.00. Ship to 770 Amy Road Suite 299, West Brianstad, TN 76368.",purchase_order
TAX INVOICE - Invoice No: 96645. IGST 12 applied. Total ₹74650.00. Mention follow method or floor certainly involve difference.,tax
Invoice from Bright-Moore for invoice #97865 total ₹12996.00 due on 2024-12-23. Please remit payment. Majority last husband throughout even win foreign third may.,accounts_payable
Misc document: reference 660499. Notes: Wonder hospital early prepare.,other
Invoice from Elliott-Edwards for invoice #3709 total ₹52007.00 due on 2025-10-13. Please remit payment.,accounts_payable
TAX INVOICE - Invoice No: 83506. IGST 18 applied. Total ₹14306.00.,tax
Credit note 868 issued to Brown Ltd for amount ₹55881.00. Industry deep.,other
"Reimbursement: taxi ₹57306.00, lunch ₹88142.00. Employee: Joanna Sanchez.",expense
Invoice from Mckee and Sons for invoice #22106 total ₹124987.00 due on 2025-09-02. Please remit payment.,accounts_payable
TAX INVOICE - Invoice No: 45182. IGST 5 applied. Total ₹93415.00.,tax
Payment request - Invoice 34415; Amount: ₹106170.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹149682.00, lunch ₹163612.00. Employee: Christina Hayden.",expense
"Reimbursement: taxi ₹184109.00, lunch ₹58080.00. Employee: Samantha Hickman.",expense
Invoice from Campbell PLC for invoice #5772 total ₹101312.00 due on 2025-06-12. Please remit payment. Once wait morning success job.,accounts_payable
Payment request - Invoice 58219; Amount: ₹64077.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 78312. IGST 12 applied. Total ₹19203.00.,tax
Tax invoice 5091: GST 12% on amount ₹151186.00. Taxable value ₹85541.,tax
Expense reimbursement claim by James Martinez for ₹136072.00 on 2025-10-26. Category: travel.,expense
Payment request - Invoice 63550; Amount: ₹179685.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹69098.00, lunch ₹158698.00. Employee: Deanna Reyes.",expense
Credit note 8637 issued to Gregory Inc for amount ₹57354.00.,other
Payment request - Invoice 93465; Amount: ₹108277.00. For Accounts Payable processing.,accounts_payable
Tax invoice 64284: GST 12% on amount ₹134256.00. Taxable value ₹39822.,tax
"Reimbursement: taxi ₹143548.00, lunch ₹19681.00. Employee: John Myers.",expense
Payment request - Invoice 98751; Amount: ₹146861.00. For Accounts Payable processing.,accounts_payable
"PO #91547 confirmation: items note; dog; type; past. Total ₹82412.00. Ship to PSC 3939, Box 1217, APO AE 20205.",purchase_order
Expense reimbursement claim by Brittany Mitchell for ₹136764.00 on 2025-03-02. Category: travel.,expense
Credit note 4997 issued to Anderson Inc for amount ₹49228.00. North author coach moment reason yard low former.,other
Purchase Order 28621 received for vendor Padilla LLC. Qty: 12. Total: ₹63921.00. Human worry explain themselves hold.,purchase_order
Purchase Order 62414 received for vendor Thomas-Alvarado. Qty: 58. Total: ₹6783.00.,purchase_order
Payment request - Invoice 44322; Amount: ₹198078.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹50802.00, lunch ₹129798.00. Employee: Sarah Johnson. Assume structure serve keep.",expense
Credit note 2173 issued to Calhoun-Kennedy for amount ₹181173.00. Early reduce month.,other
Payment request - Invoice 90286; Amount: ₹160274.00. For Accounts Payable processing.,accounts_payable
"Credit note 3366 issued to Rogers, Harper and Guzman for amount ₹171486.00.",other
"PO #66018 confirmation: items glass; happy. Total ₹102246.00. Ship to 617 Maxwell Corners Apt. 694, Hallport, SC 07420.",purchase_order
Misc document: reference 420675. Notes: Girl evening international major walk.,other
TAX INVOICE - Invoice No: 68180. IGST 18 applied. Total ₹84753.00.,tax
TAX INVOICE - Invoice No: 27512. IGST 0 applied. Total ₹98507.00.,tax
Invoice from Woods-Thompson for invoice #16175 total ₹196739.00 due on 2025-02-03. Please remit payment. Player Democrat enter yard drug majority.,accounts_payable
Tax invoice 43061: GST 18% on amount ₹2182.00. Taxable value ₹77734. Account try head write glass contain free.,tax
Payment request - Invoice 77455; Amount: ₹153141.00. For Accounts Payable processing. Who.,accounts_payable
Payment request - Invoice 57394; Amount: ₹95500.00. For Accounts Payable processing. Two law.,accounts_payable
"PO #13726 confirmation: items edge; yard; store. Total ₹90631.00. Ship to 292 Daniel Throughway, Karenstad, AZ 79125. Toward suddenly prove policy.",purchase_order
TAX INVOICE - Invoice No: 76620. IGST 0 applied. Total ₹34971.00. Final hospital medical indicate imagine.,tax
Misc document: reference 781879. Notes: Live article organization assume.,other
Payment request - Invoice 3600; Amount: ₹177092.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 86638. IGST 12 applied. Total ₹11876.00.,tax
"Reimbursement: taxi ₹145094.00, lunch ₹96258.00. Employee: Tyler Burns.",expense
Tax invoice 74723: GST 5% on amount ₹70892.00. Taxable value ₹64577.,tax
Payment request - Invoice 14575; Amount: ₹94722.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 18674; Amount: ₹78219.00. For Accounts Payable processing. Bring when hear billion.,accounts_payable
Expense reimbursement claim by Caitlin Nguyen for ₹189548.00 on 2025-03-10. Category: travel.,expense
TAX INVOICE - Invoice No: 78454. IGST 5 applied. Total ₹23791.00. Reality although bring.,tax
Misc document: reference 253271. Notes: Them report pass rise marriage stuff.,other
TAX INVOICE - Invoice No: 90327. IGST 12 applied. Total ₹184557.00.,tax
Payment request - Invoice 70767; Amount: ₹166111.00. For Accounts Payable processing.,accounts_payable
"PO #10102 confirmation: items move; white; entire; teacher. Total ₹197044.00. Ship to 327 Price Course Suite 566, East Paulfort, WA 03042.",purchase_order
"Reimbursement: taxi ₹131250.00, lunch ₹96718.00. Employee: James Pham.",expense
"Reimbursement: taxi ₹34261.00, lunch ₹153908.00. Employee: Megan Larson. Structure stage.",expense
Misc document: reference 559291. Notes: Before man ago than run.,other
Tax invoice 88779: GST 12% on amount ₹43210.00. Taxable value ₹87123.,tax
Misc document: reference 436959. Notes: Set through protect manage.,other
TAX INVOICE - Invoice No: 4390. IGST 18 applied. Total ₹42309.00.,tax
Misc document: reference 153031. Notes: Mr get message another half.,other
"Purchase Order 94553 received for vendor Robinson, Alvarez and Bell. Qty: 97. Total: ₹18936.00. Place collection.",purchase_order
"Reimbursement: taxi ₹120253.00, lunch ₹30772.00. Employee: April Sullivan. Production at huge time choice away small foot place though.",expense
TAX INVOICE - Invoice No: 66811. IGST 0 applied. Total ₹118332.00.,tax
Payment request - Invoice 3326; Amount: ₹51514.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Amanda Miller for ₹171710.00 on 2025-10-15. Category: travel.,expense
Invoice from Roberts PLC for invoice #21699 total ₹31431.00 due on 2025-04-27. Please remit payment.,accounts_payable
Misc document: reference 902269. Notes: Present represent threat quickly.,other
TAX INVOICE - Invoice No: 91175. IGST 0 applied. Total ₹172491.00.,tax
